model,contract,item,dim,passed,reason,words,stratum
claude-sonnet-5,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",C5,coverage,True,"Key risk allocations including mutual indemnities, goodwill assignment, non-exclusive licensing, termination rights, and the absence of liability caps are all addressed.",2851,short
claude-sonnet-5,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",U1,usability,True,"The note provides a complete, standalone overview of the agreement's structure, duties, and risks without requiring external reference.",2851,short
claude-sonnet-5,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",U2,usability,True,The content is efficiently summarized into bullet points without copying lengthy verbatim text from the contract.,2851,short
claude-sonnet-5,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",U3,usability,True,"Each obligation and risk explicitly identifies the responsible party and the specific action or exposure, avoiding vague generalizations.",2851,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,F1,faithfulness,True,Both UTEK Corporation (UTK) and World Energy Solutions (AVDU) are correctly named and match the contract preamble.,2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,F2,faithfulness,True,All listed obligations are accurately attributed to the correct party and directly traceable to specific contract sections.,2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,F3,faithfulness,True,"The 12-month term, mutual written renewal requirement, and 30-day termination notice exactly match Sections VI and Exhibit A.",2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,F4,faithfulness,False,"The brief incorrectly states AVDU cannot assign without UTK's consent, a restriction not present in the contract text.",2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,C1,coverage,True,Both contracting parties are clearly identified in the parties section.,2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,C2,coverage,True,The purpose accurately captures the strategic alliance's focus on technology acquisition and stock-based compensation.,2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,C3,coverage,True,"Material obligations are comprehensively listed for UTK, AVDU, and both parties jointly.",2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,C4,coverage,True,"The term, renewal conditions, and termination rights are fully and accurately captured.",2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,C5,coverage,True,"Key risk allocations including mutual indemnification, termination rights, non-solicitation, and the absence of liability caps are all addressed.",2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,U1,usability,True,"The note provides complete, standalone context regarding parties, purpose, duties, and risks.",2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,U2,usability,True,The briefing is a concise digest that summarizes clauses without verbatim pasting.,2909,short
claude-sonnet-5,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,U3,usability,True,"Obligations and risks are highly specific, clearly identifying responsible parties, amounts, and timeframes.",2909,short
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,F1,faithfulness,True,All three entities named in the brief exactly match the contracting parties identified in the contract preamble.,3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,F2,faithfulness,True,Every obligation listed corresponds directly to specific contract sections and is correctly attributed to the responsible party.,3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,F3,faithfulness,True,"The contract contains no fixed term or expiration clause, and the brief accurately reports this while noting the effective date and ongoing triggers.",3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,F4,faithfulness,True,"All cited risks, including reversion triggers, partial interest calculations, IP cost deadlines, and financial exposures, are directly supported by the contract text.",3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,C1,coverage,True,"Marv Enterprises, Premier Biomedical, and Technology Health are all explicitly identified as the contracting parties.",3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,C2,coverage,True,The purpose accurately summarizes the agreement as an IP license assignment and joint venture for COVID-19 treatment development.,3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,C3,coverage,True,"Material duties for Marv, Premier, and THI are all clearly outlined, ensuring balanced coverage across all parties.",3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,C4,coverage,True,"The absence of a fixed term is correctly reported, with relevant ongoing reporting and payment obligations noted.",3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,C5,coverage,True,"Key risk allocations such as license reversion, IP rights reversion, exclusivity limitations, and uncapped legal fee reimbursement are properly highlighted.",3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,U1,usability,True,"The note provides sufficient context, definitions, and detail to be fully understood without referencing the original contract.",3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,U2,usability,True,"The information is synthesized into concise, structured bullet points without copying lengthy verbatim clauses.",3596,medium
claude-sonnet-5,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,U3,usability,True,"Obligations and risks explicitly state the responsible party, specific amounts, deadlines, and conditions rather than using vague boilerplate.",3596,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,F1,faithfulness,True,"The brief correctly identifies Tom Watson and Adams Golf, Ltd., matching the contract's named parties.",3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,F2,faithfulness,True,All listed obligations accurately reflect specific sections of the contract and are correctly attributed to the respective parties.,3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,F3,faithfulness,True,"The brief accurately notes the redacted term length and start date, and correctly states that no renewal provisions exist.",3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,F4,faithfulness,True,"Every identified risk is directly supported by corresponding contract clauses regarding exclusivity, repayment, termination, indemnity, and confidentiality.",3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C1,coverage,True,"Both contracting parties, Tom Watson and Adams Golf, Ltd., are clearly identified in the brief.",3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C2,coverage,True,The purpose accurately summarizes the endorsement arrangement and compensation structure outlined in the contract's preamble and operative clauses.,3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C3,coverage,True,"The brief comprehensively lists material obligations for both the Consultant and Adams Golf, ensuring balanced coverage.",3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C4,coverage,True,"The term, start date, redacted end date, and absence of renewal options are accurately captured.",3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,C5,coverage,True,"Key risk allocations including exclusivity, indemnities, termination rights, and repayment obligations are explicitly detailed.",3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,U1,usability,True,"The briefing note provides a clear, standalone summary that fully explains the agreement's structure and key terms.",3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,U2,usability,True,The note efficiently summarizes contractual provisions without copying lengthy verbatim text.,3770,medium
claude-sonnet-5,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,U3,usability,True,Each obligation and risk statement clearly identifies the responsible party and the specific duty or exposure.,3770,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,F1,faithfulness,True,"Both Freeze Tag, Inc. and the American Diabetes Association, Inc. are correctly named and their corporate statuses match the contract preamble.",4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,F2,faithfulness,True,"All listed obligations are directly traceable to specific sections or attachments, with correct party attribution and no invented duties.",4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,F3,faithfulness,True,"The brief accurately reflects the contract's effective date (March 22, 2018), commencement/expiration dates (March 15, 2018 to March 14, 2020), and correctly notes the absence of a renewal clause.",4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,F4,faithfulness,True,"Every risk cited corresponds to explicit contract provisions regarding mark approval, unilateral termination, change of control, license limitations, indemnity scope, insurance requirements, fixed fee structure, confidentiality survival, and governing law.",4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,C1,coverage,True,The brief identifies both contracting parties clearly in the parties field.,4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,C2,coverage,True,The purpose accurately summarizes the agreement as a national sponsorship for a specific wellness campaign in exchange for financial support and limited mark usage.,4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,C3,coverage,True,"Material obligations for both the Company (payment, app development, insurance, compliance) and the Association (recognition, account management, reporting) are comprehensively listed.",4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,C4,coverage,True,"The term, expiration date, early termination reference, and lack of renewal provisions are all explicitly captured.",4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,C5,coverage,True,"Key risk allocations including indemnity scope, unilateral reputation-based termination, IP license restrictions, insurance mandates, and governing law are all addressed in the risks section.",4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,U1,usability,True,"The brief provides a complete, standalone overview of the agreement's structure, duties, timeline, and risks without requiring external context.",4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,U2,usability,True,"The note is highly condensed and structured, summarizing clauses in concise bullet points without verbatim copying.",4102,medium
claude-sonnet-5,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,U3,usability,True,"All statements specify exact parties, amounts, dates, and conditions, avoiding vague or boilerplate language.",4102,medium
claude-sonnet-5,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,F1,faithfulness,True,The brief correctly names both DOT COM LLC (dba Seattle Software Developers) and Pelican Delivers Inc. as the contracting parties.,4870,medium
claude-sonnet-5,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,F2,faithfulness,True,All listed obligations are directly supported by specific sections of the contract and correctly attributed to the Developer or Client.,4870,medium
claude-sonnet-5,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,F3,faithfulness,True,The brief accurately reflects the open-ended term tied to project completion and correctly notes the termination notice periods.,4870,medium
claude-sonnet-5,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,F4,faithfulness,True,"Every identified risk is grounded in explicit contract provisions regarding IP, indemnification, assignment, termination, and non-disparagement.",4870,medium
claude-sonnet-5,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,C1,coverage,True,Both the Developer and Client are explicitly identified in the brief.,4870,medium
claude-sonnet-5,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,C2,coverage,True,The purpose accurately summarizes the software development and delivery services outlined in the agreement.,4870,medium
claude-sonnet-5,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,C3,coverage,True,"The brief comprehensively covers key duties for both the Developer (development, IP assignment, confidentiality) and the Client (payment, assistance, licensing).",4870,medium
