model,contract,category,mentioned
gpt-5.6-terra,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,Audit Rights,True
gpt-5.6-terra,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,Covenant Not To Sue,False
gpt-5.6-terra,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,Anti-Assignment,True
gpt-5.6-terra,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,Cap On Liability,True
gpt-5.6-terra,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,Governing Law,False
gpt-5.6-terra,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,Insurance,True
gpt-5.6-terra,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,Warranty Duration,False
gpt-5.6-terra,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Anti-Assignment,False
gpt-5.6-terra,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Cap On Liability,True
gpt-5.6-terra,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Governing Law,False
gpt-5.6-terra,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Exclusivity,True
gpt-5.6-terra,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Non-Compete,True
gpt-5.6-terra,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,License Grant,True
gpt-5.6-terra,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Termination For Convenience,True
gpt-5.6-terra,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Insurance,False
gpt-5.6-terra,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Audit Rights,True
gpt-5.6-terra,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Covenant Not To Sue,False
gpt-5.6-terra,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Anti-Assignment,True
gpt-5.6-terra,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Cap On Liability,True
gpt-5.6-terra,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Governing Law,False
gpt-5.6-terra,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Exclusivity,True
gpt-5.6-terra,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Non-Compete,False
gpt-5.6-terra,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Ip Ownership Assignment,True
gpt-5.6-terra,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,License Grant,True
gpt-5.6-terra,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Insurance,True
gpt-5.6-terra,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Audit Rights,False
llama-3.3-70b,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Termination For Convenience,True
llama-3.3-70b,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Warranty Duration,False
llama-3.3-70b,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Anti-Assignment,False
llama-3.3-70b,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Governing Law,False
llama-3.3-70b,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Termination For Convenience,True
llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Cap On Liability,True
llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Governing Law,False
llama-3.3-70b,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Audit Rights,False
llama-3.3-70b,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Governing Law,False
llama-3.3-70b,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Governing Law,False
llama-3.3-70b,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Exclusivity,False
llama-3.3-70b,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Termination For Convenience,True
llama-3.3-70b,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Anti-Assignment,False
llama-3.3-70b,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Cap On Liability,True
llama-3.3-70b,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Governing Law,False
llama-3.3-70b,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Ip Ownership Assignment,False
llama-3.3-70b,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,License Grant,True
llama-3.3-70b,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Termination For Convenience,True
llama-3.3-70b,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Covenant Not To Sue,False
llama-3.3-70b,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Governing Law,False
llama-3.3-70b,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Anti-Assignment,False
llama-3.3-70b,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Governing Law,False
llama-3.3-70b,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Exclusivity,True
llama-3.3-70b,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",License Grant,False
llama-3.3-70b,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Insurance,False
llama-3.3-70b,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Non-Compete,False
llama-3.3-70b,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Termination For Convenience,True
llama-3.3-70b,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,True
llama-3.3-70b,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Governing Law,False
llama-3.3-70b,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,License Grant,False
llama-3.3-70b,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Anti-Assignment,False
llama-3.3-70b,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Cap On Liability,True
llama-3.3-70b,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Governing Law,False
llama-3.3-70b,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Exclusivity,True
llama-3.3-70b,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,License Grant,True
llama-3.3-70b,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Governing Law,False
llama-3.3-70b,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Exclusivity,True
llama-3.3-70b,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Non-Compete,False
llama-3.3-70b,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,License Grant,False
llama-3.3-70b,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Anti-Assignment,False
llama-3.3-70b,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Governing Law,False
llama-3.3-70b,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,License Grant,False
llama-3.3-70b,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Insurance,False
llama-3.3-70b,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Covenant Not To Sue,False
llama-3.3-70b,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Anti-Assignment,False
llama-3.3-70b,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Governing Law,False
llama-3.3-70b,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Ip Ownership Assignment,False
llama-3.3-70b,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,License Grant,False
llama-3.3-70b,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Termination For Convenience,True
llama-3.3-70b,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Governing Law,False
llama-3.3-70b,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Exclusivity,False
llama-3.3-70b,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,License Grant,True
llama-3.3-70b,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Insurance,True
llama-3.3-70b,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Audit Rights,False
llama-3.3-70b,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Covenant Not To Sue,False
llama-3.3-70b,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Cap On Liability,True
llama-3.3-70b,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Governing Law,False
llama-3.3-70b,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Non-Compete,False
llama-3.3-70b,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,License Grant,False
llama-3.3-70b,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Audit Rights,False
llama-3.3-70b,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Anti-Assignment,False
llama-3.3-70b,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Cap On Liability,True
llama-3.3-70b,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Governing Law,False
llama-3.3-70b,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Exclusivity,False
llama-3.3-70b,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",License Grant,True
llama-3.3-70b,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Termination For Convenience,True
llama-3.3-70b,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Insurance,False
llama-3.3-70b,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Audit Rights,False
llama-3.3-70b,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Warranty Duration,False
llama-3.3-70b,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Anti-Assignment,False
llama-3.3-70b,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Governing Law,False
llama-3.3-70b,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Insurance,False
llama-3.3-70b,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Audit Rights,False
llama-3.3-70b,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Anti-Assignment,False
llama-3.3-70b,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Cap On Liability,True
llama-3.3-70b,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Governing Law,False
llama-3.3-70b,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Exclusivity,False
llama-3.3-70b,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Non-Compete,False
llama-3.3-70b,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Ip Ownership Assignment,True
llama-3.3-70b,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,License Grant,True
llama-3.3-70b,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Insurance,False
llama-3.3-70b,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Audit Rights,False
llama-3.3-70b,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Covenant Not To Sue,False
llama-3.3-70b,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Cap On Liability,True
llama-3.3-70b,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Governing Law,False
llama-3.3-70b,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Exclusivity,True
llama-3.3-70b,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,License Grant,False
llama-3.3-70b,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Termination For Convenience,True
llama-3.3-70b,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Insurance,False
llama-3.3-70b,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Audit Rights,False
llama-3.3-70b,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,Warranty Duration,True
llama-3.3-70b,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Anti-Assignment,False
llama-3.3-70b,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Cap On Liability,True
llama-3.3-70b,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Governing Law,False
llama-3.3-70b,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Exclusivity,False
llama-3.3-70b,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Audit Rights,False
llama-3.3-70b,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,Covenant Not To Sue,False
llama-3.3-70b,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Cap On Liability,True
llama-3.3-70b,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Governing Law,False
llama-3.3-70b,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Ip Ownership Assignment,True
llama-3.3-70b,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,License Grant,True
llama-3.3-70b,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Audit Rights,False
llama-3.3-70b,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Covenant Not To Sue,False
llama-3.3-70b,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Warranty Duration,False
llama-3.3-70b,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,Cap On Liability,True
llama-3.3-70b,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,Governing Law,False
llama-3.3-70b,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,Termination For Convenience,True
llama-3.3-70b,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,Anti-Assignment,True
llama-3.3-70b,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,Cap On Liability,True
llama-3.3-70b,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,Governing Law,False
llama-3.3-70b,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,Ip Ownership Assignment,True
llama-3.3-70b,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,License Grant,True
llama-3.3-70b,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,Termination For Convenience,True
llama-3.3-70b,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,Covenant Not To Sue,False
llama-3.3-70b,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,Anti-Assignment,False
llama-3.3-70b,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,Cap On Liability,True
llama-3.3-70b,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,Governing Law,False
llama-3.3-70b,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,License Grant,False
llama-3.3-70b,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,Termination For Convenience,True
llama-3.3-70b,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,Anti-Assignment,False
llama-3.3-70b,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,Cap On Liability,True
llama-3.3-70b,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,Governing Law,False
llama-3.3-70b,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,Exclusivity,True
llama-3.3-70b,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,Non-Compete,False
llama-3.3-70b,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,License Grant,True
llama-3.3-70b,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,Termination For Convenience,True
llama-3.3-70b,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,Insurance,False
llama-3.3-70b,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.txt,Audit Rights,False
llama-3.3-70b,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,Cap On Liability,True
llama-3.3-70b,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,Governing Law,False
llama-3.3-70b,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,License Grant,True
llama-3.3-70b,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT.txt,Warranty Duration,False
llama-3.3-70b,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Anti-Assignment,False
llama-3.3-70b,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Cap On Liability,True
llama-3.3-70b,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Governing Law,False
llama-3.3-70b,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Exclusivity,True
llama-3.3-70b,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,License Grant,True
llama-3.3-70b,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Termination For Convenience,True
llama-3.3-70b,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Insurance,False
llama-3.3-70b,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Audit Rights,False
llama-3.3-70b,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1.txt,Warranty Duration,False
llama-3.3-70b,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,Cap On Liability,True
llama-3.3-70b,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,Termination For Convenience,True
llama-3.3-70b,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT.txt,Audit Rights,False
llama-3.3-70b,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,Anti-Assignment,False
llama-3.3-70b,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,Cap On Liability,True
llama-3.3-70b,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,Governing Law,False
llama-3.3-70b,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,License Grant,False
llama-3.3-70b,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,Termination For Convenience,True
llama-3.3-70b,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,Insurance,False
llama-3.3-70b,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement.txt,Audit Rights,False
llama-3.3-70b,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Anti-Assignment,False
llama-3.3-70b,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Cap On Liability,True
llama-3.3-70b,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Governing Law,False
llama-3.3-70b,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Termination For Convenience,True
llama-3.3-70b,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Insurance,False
llama-3.3-70b,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Audit Rights,False
llama-3.3-70b,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.txt,Warranty Duration,True
llama-3.3-70b,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,Anti-Assignment,False
llama-3.3-70b,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,Cap On Liability,False
llama-3.3-70b,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.txt,Governing Law,False
